AT3G05932,47,144,318,104,142,80
AT3G05935,187,217,266,275,407,257
AT1G23610,0,0,0,0,0,0
AT3G05937,70,118,175,66,159,211
AT3G05936,251,129,110,107,117,42
AT3G32968.1,0,0,0,0,0,0
AT2G32740,63,7,0,4,59,44
AT2G37990,1474,1874,1569,900,1851,2375
AT1G55400.1,0,0,0,0,0,0
AT2G38465,903,328,351,173,416,439
AT2G38460,247,382,369,148,309,275
AT2G30670,20,0,7,0,75,46
AT2G35280,0,0,0,0,0,0
AT1G02620,69,30,30,25,0,12
AT1G70590,813,781,1953,470,947,777
AT2G39590,0,0,0,0,0,0
AT3G59850,0,30,25,0,25,14
AT2G28230,360,332,212,131,256,323
AT1G69260,2570,3259,1615,414,1316,1924
AT1G25025,0,704,371,23,0,0
AT1G78360,0,0,0,0,0,0
AT4G03912.1,0,0,0,0,0,0
AT1G08970,1336,2837,1992,788,2443,2527
AT5G26260,995,2851,2977,236,3294,2869
AT5G52910,142,288,199,106,306,397
AT5G26262,0,1,0,0,0,0
AT5G22960,0,0,0,0,0,0
AT4G30750,4765,5032,2731,2719,3581,3802
AT5G28900,1427,1333,1124,452,1436,1288
AT1G72990,535,547,623,390,835,824
AT2G40170,0,5,26,0,87,18
AT3G19460,800,995,696,559,673,1008
AT1G70620,4252,5794,9066,3761,5427,5026
AT2G36485,400,494,300,194,193,286
AT2G36480,838,1119,1642,397,1476,1140
AT4G19790.1,0,0,0,0,0,0
AT4G14340,886,1417,1320,525,1573,1562
AT1G47260,3649,5441,4768,2412,4785,4172
AT1G47265,171,0,2,0,112,168
AT5G14230,259,335,327,108,292,282
AT5G56920,0,0,0,0,0,0
AT5G08400,668,748,568,395,700,852
AT1G72660,17,0,57,0,0,0
AT2G39330,24,91,247,33,173,88
AT3G30360.1,0,0,0,0,0,0
AT5G11550,3039,4466,1337,1193,2134,3030
AT5G39840,178,331,201,83,248,276
AT2G31100,146,0,78,12,82,12
AT2G36730,212,162,227,125,248,195
AT1G77010,14,53,60,9,40,33
AT1G36100,0,0,0,0,0,0
AT3G02680,125,306,182,105,184,159
AT4G07410,2391,1308,2797,1622,2681,3199
AT2G11345.1,0,0,0,0,0,0
AT2G40840,5757,6820,9681,7517,10643,8147
AT1G22550,734,892,1419,352,1020,751
AT4G35980,1022,1187,997,820,933,1177
AT4G35985,164,146,3424,62,472,191
AT4G35987,134,287,175,107,219,219
AT4G31408,1,1,3,9,0,0
AT1G28730,0,0,2,0,0,0
AT1G48200,545,418,400,171,354,336
AT4G02640,3442,3304,2588,1000,3686,3650
AT4G31400,147,186,122,46,189,174
AT4G06552.1,0,0,0,0,0,0
ATCG01010,392,200,510,461,354,219
AT4G32660,1123,1492,1968,631,1470,1485
AT1G22080,0,0,0,0,0,0
AT4G36750,1295,1695,1320,756,1391,1956
AT5G52000,0,0,29,0,3,0
AT1G41860.1,0,0,0,0,0,0
AT4G08090.1,0,0,0,0,0,0
AT4G23630,3553,4767,6877,2531,5487,4686
AT3G07300,513,1279,963,530,1111,1002
AT1G33880,0,0,0,0,0,0
AT3G25280,0,0,0,0,0,0
AT1G62750,14517,14222,20027,5795,19340,13571
AT3G09220,3590,3947,6434,690,4670,3335
AT1G67500,342,533,1006,140,761,477
AT5G40050,0,0,0,0,11,0
AT2G44660,443,611,340,228,546,679
AT1G12320,154,403,136,27,156,290
AT3G04650,664,1319,1315,177,1241,1351
AT1G15730,1239,1450,1562,500,1045,1472
AT1G26700,3,0,0,0,0,0
AT5G14900,0,0,0,0,0,0
AT4G18930,1426,2531,2316,1512,2061,1714
AT4G06528.1,0,0,0,0,0,0
AT1G60950,153948,166961,162248,140095,131561,134615
AT2G37460,236,870,623,176,679,476
AT2G31953,0,0,0,0,0,0
AT1G17665,1147,931,716,757,997,1001
AT1G17660,0,0,0,0,0,0
AT3G03150,23367,16918,8907,7282,10893,14784
AT4G08300,164,582,139,23,207,365
AT2G11210.1,0,0,0,0,0,0
AT1G12490,0,0,0,0,0,0
AT5G39150,6,44,0,45,24,36
AT1G16130,240,98,1258,26,508,87
AT2G03100.1,0,0,0,0,0,0
AT1G29460,299,187,57,77,18,317
AT5G34849.1,0,0,0,0,0,0
AT2G19500,0,0,14,0,7,35
AT5G01640,350,340,1158,171,461,216
AT3G08790,0,0,6,0,0,0
AT1G63320,45,28,0,0,58,87
AT4G33130,82,110,205,70,95,74
AT2G35900,1064,754,767,436,1007,847
AT2G04190,30,0,10,0,0,26
AT5G32485.1,0,0,0,0,0,0
AT1G11670,1007,1177,5216,122,1518,1410
AT2G47310,352,680,560,148,548,647
AT1G18930.1,0,0,0,0,0,0
AT1G27070,326,375,449,265,487,556
AT3G60060,0,0,0,0,0,0
AT5G13300,2608,3389,2664,1393,2689,3187
AT1G65900,559,1029,978,720,1067,885
AT1G65907,0,0,0,0,0,0
AT5G53830,650,1357,812,293,954,838
AT2G04220,0,4,7,0,0,0
AT2G02100,9345,12505,9606,7082,6614,9833
ATCG00940,16,33,16,229,11,48
AT2G02103,0,0,0,0,0,0
AT5G41090,0,0,0,0,0,0
AT5G48720,246,424,397,123,479,518
AT1G64360,1085,449,452,28,1239,1071
AT2G03020,70,72,43,30,58,66
AT2G42360,74,113,541,89,255,91
AT2G42365,172,130,158,86,122,90
AT5G55360,3,68,37,11,35,8
AT5G38400,1,0,1,0,0,0
AT3G12020,752,1334,1956,647,2186,1460
AT1G30960,144,200,133,76,211,189
AT5G06270,1809,1621,852,960,1811,1711
AT1G71500,12441,10175,11768,8541,11253,11785
AT5G03610,1500,2170,2121,393,1852,2551
AT2G27810,1288,1760,1414,677,2017,1979
AT1G13130,0,0,11,0,8,0
AT2G42090,0,0,0,0,0,0
AT3G28243,0,0,0,0,0,0
AT5G04960,260,470,1014,112,607,228
AT4G39360,11,11,58,3,14,0
AT4G39361,8,14,11,24,0,12
AT4G39363,9,13,11,41,3,8
AT4G39364,24,18,26,51,13,29
AT4G39955,124,159,412,139,329,279
AT4G39366,37,24,31,49,17,29
AT5G05990,208,358,324,219,393,448
AT4G37930,196867,138427,155442,81678,155112,130062
AT1G80840,2938,392,21757,370,9185,674
AT5G15620,0,0,0,0,0,0
AT4G38940,498,369,309,188,765,449
AT3G55500,824,855,158,97,343,590
AT1G20930,455,871,638,370,610,573
AT4G04740,336,1020,1076,216,1064,784
AT5G42540,1737,1980,2289,954,2557,2233
AT4G04745,97,237,111,90,233,138
AT2G13100,543,1162,995,508,665,590
AT5G08190,538,604,656,277,649,609
AT1G08440,0,0,0,0,38,13
AT1G24030,73,96,125,71,158,148
AT4G39090,50039,46132,32638,27514,29297,36256
AT4G04380.1,0,0,0,0,0,0
AT1G60620,312,574,381,128,419,385
AT5G37650,0,0,0,0,0,0
AT1G60625,0,0,0,0,0,0
AT3G17420,260,817,899,277,648,601
AT2G43940,603,576,259,138,472,549
AT5G09820,1493,1086,606,629,1361,1738
AT2G43945,2551,3197,3613,2949,3272,4257
AT1G52960.1,0,5,0,0,0,0
AT5G36520,0,0,0,0,0,0
AT1G07570,586,686,621,299,669,670
AT3G62330,362,671,753,158,622,627
AT3G62336,0,0,0,0,0,0
AT5G04347,0,0,0,0,0,0
AT5G08440,454,638,791,260,635,757
AT5G04340,3615,845,2238,591,6343,1383
AT3G25240,0,0,5,0,0,25
AT1G60990,2361,1956,2115,971,2072,2903
AT1G60995,2668,2450,2252,1430,2762,3383
AT3G11860,0,17,0,0,18,30
AT1G15770,0,0,17,0,23,0
AT3G29590,0,51,208,46,165,15
AT3G22022,0,0,0,0,0,0
AT1G19210,205,13,466,7,880,92
AT5G18210,1045,691,661,372,790,704
AT3G16480,1632,2835,2044,1197,2093,2035
AT5G49540,662,993,656,363,576,797
AT3G23370,16,86,117,42,62,74
AT5G14570,931,686,1808,683,1238,872
AT3G48800,239,309,304,242,332,385
AT1G66590,54,155,189,74,134,116
AT3G25795,4,46,62,0,173,14
AT3G25790,198,202,236,45,770,385
AT1G53970,0,0,0,0,0,0
AT5G43630,802,1199,1562,530,1257,1111
AT2G23220,0,0,10,0,0,0
AT2G15460,0,0,0,0,0,0
AT1G25340,0,0,0,0,0,0
AT4G16930,0,0,0,0,0,0
AT2G22570,79,239,160,34,136,140
AT2G19970,38,224,352,75,33,31
AT1G03530,1305,1407,1469,726,1453,1230
AT5G25340,99,107,42,40,38,112
AT4G11050,20,0,227,0,104,41
AT5G01440,0,0,0,0,0,0
AT5G47390,3538,3846,1704,1146,3113,3303
AT5G01445,0,137,55,45,0,0
AT3G11280,1470,1862,1728,328,1484,1235
